product_id,name,category,color,style,purposes,body_shapes,price,season,stock,url,item_type,fit,length,pattern,material,neckline,formality,activity_tags,warmth,breathability,water_resistant,visual_weight,detail_level,waistline,pattern_scale,pattern_contrast,brand,gender,image_url,image_path,detail_color,detail_season,detail_fit,detail_thickness,detail_sheer,detail_category,color_options,detail_colors
MS5901745,푸마 X 무신사 T7 트랙 자켓 - 아몬드 / 638015-87,top,,스포티,데일리|여행|면접|출근,균형형,64990,사계절,true,https://www.musinsa.com/products/5901745,재킷,,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,푸마,공용,https://image.msscdn.net/images/goods_img/20260116/5901745/5901745_17700072176231_500.jpg,datasets/garments/raw/MS5901745.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS6057479,[UV차단] 라이트 패커블 윈드브레이커_SPJJG25C09,top,,스포티,데일리|여행|면접|출근,균형형,18910,사계절,true,https://www.musinsa.com/products/6057479,재킷,여유핏,기본 기장,무지,,,4,일상,4,3,false,2,2,,,0,스파오,남성,https://image.msscdn.net/images/goods_img/20260226/6057479/6057479_17853844986391_500.png,datasets/garments/raw/MS6057479.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS5329568,BB 트랙탑 - 나이트스카이 / KC9300,top,블루,스포티,데일리|여행|면접|출근,균형형,75990,사계절,true,https://www.musinsa.com/products/5329568,재킷,,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,아디다스,공용,https://image.msscdn.net/images/goods_img/20250818/5329568/5329568_17573199733021_500.jpg,datasets/garments/raw/MS5329568.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블루,
MS6324630,슬림핏 라이트 저지 집업 [차콜],top,블랙,스포티,데일리|여행|면접|출근,균형형,39000,사계절,true,https://www.musinsa.com/products/6324630,재킷,레귤러핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,르아르,남성,https://image.msscdn.net/images/goods_img/20260416/6324630/6324630_17787336512587_500.jpg,datasets/garments/raw/MS6324630.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS5924495,파이어버드 아딜레늄 트랙탑 - 블랙:화이트 / KD2894,top,,스포티,데일리|여행|면접|출근,균형형,117990,사계절,true,https://www.musinsa.com/products/5924495,재킷,오버핏,기본 기장,무지,코튼,터틀넥,4,일상,4,4,false,2,2,,,0,아디다스,여성,https://image.msscdn.net/images/goods_img/20260122/5924495/5924495_17690606108532_500.jpg,datasets/garments/raw/MS5924495.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS5960873,빈티지 워싱 스웻 트랙 자켓 그레이,top,그레이,스포티,데일리|여행|면접|출근,균형형,59000,사계절,true,https://www.musinsa.com/products/5960873,재킷,여유핏,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,트래블,공용,https://image.msscdn.net/images/goods_img/20260130/5960873/5960873_17702776372361_500.jpg,datasets/garments/raw/MS5960873.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,그레이,
MS4723275,클럽 후드 재킷 M - 블랙:화이트 / HJ2013-010,top,,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,116100,사계절,true,https://www.musinsa.com/products/4723275,재킷,오버핏,기본 기장,그래픽,가죽,터틀넥,4,일상,5,1,true,5,2,,큰,4,나이키,남성,https://image.msscdn.net/images/goods_img/20250115/4723275/4723275_17370909990772_500.jpg,datasets/garments/raw/MS4723275.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS5993507,NOISE CHAOS TRACK JACKET - WHITE,top,화이트,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,107100,사계절,true,https://www.musinsa.com/products/5993507,재킷,여유핏,기본 기장,그래픽,니트,라운드넥,4,일상,4,2,false,5,2,,큰,4,오픈야드(오와이),공용,https://image.msscdn.net/images/goods_img/20260206/5993507/5993507_17758042896946_500.jpg,datasets/garments/raw/MS5993507.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,화이트,
MS5820229,에센셜 립 풀집 트랙탑 JD5905,top,,스포티,데일리|여행|면접|출근,균형형,45500,사계절,true,https://www.musinsa.com/products/5820229,재킷,슬림핏,크롭 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,아디다스,여성,https://image.msscdn.net/images/goods_img/20251210/5820229/5820229_17653551353989_500.jpg,datasets/garments/raw/MS5820229.jpg,,,,,,Sportswear > 아우터 > 트레이닝 재킷,,
MS4697735,IK TRACK JERSEY JACKET_NAVY(IK2FSMJ203A),top,네이비,캐주얼,데일리|여행|면접|출근,균형형,54500,사계절,true,https://www.musinsa.com/products/4697735,재킷,여유핏,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,이스트쿤스트,공용,https://image.msscdn.net/images/goods_img/20250103/4697735/4697735_17558451672989_500.jpg,datasets/garments/raw/MS4697735.jpg,NAVY,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,네이비,NAVY
MS7077554,기모 하이브리드 스탠드넥 자켓,top,베이지,캐주얼,데일리|여행|면접|출근,균형형,153300,겨울,true,https://www.musinsa.com/products/7077554,재킷,,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,데상트,공용,https://image.msscdn.net/images/goods_img/20260814/7077554/7077554_17866670356428_500.jpg,datasets/garments/raw/MS7077554.jpg,BEG0_BEIGE,,,,,Sportswear > 아우터 > 트레이닝 재킷,베이지,BEG0_BEIGE
MS4851406,스트라이드 리펠 UV 러닝 재킷 M - 블랙 / HV4549-010,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,139500,사계절,true,https://www.musinsa.com/products/4851406,재킷,,기본 기장,무지,울,폴로 칼라,4,일상,5,2,false,2,2,,,0,나이키,남성,https://image.msscdn.net/images/goods_img/20250304/4851406/4851406_17417478253759_500.jpg,datasets/garments/raw/MS4851406.jpg,,,,,,Sportswear > 아우터 > 트레이닝 재킷,블랙,
MS6251560,템포 UV 차단 경량 러닝 재킷 W - 블랙 / IH7974-010,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,98100,사계절,true,https://www.musinsa.com/products/6251560,재킷,,기본 기장,무지,울,,4,일상,5,2,false,2,2,,,0,나이키,여성,https://image.msscdn.net/images/goods_img/20260403/6251560/6251560_17769112686965_500.jpg,datasets/garments/raw/MS6251560.jpg,,,,,,Sportswear > 아우터 > 트레이닝 재킷,블랙,
MS6518233,스케이트보딩 빈티지 슈퍼 파이어버드 트랙탑 - 블랙:크림화이트 / KS9189,top,,스포티,데일리|여행|면접|출근,균형형,103990,사계절,true,https://www.musinsa.com/products/6518233,재킷,오버핏,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,아디다스,남성,https://image.msscdn.net/images/goods_img/20260520/6518233/6518233_17793520298313_500.jpg,datasets/garments/raw/MS6518233.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS6324628,슬림핏 라이트 저지 집업 [블랙],top,블랙,스포티,데일리|여행|면접|출근,균형형,39000,사계절,true,https://www.musinsa.com/products/6324628,재킷,레귤러핏,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,르아르,남성,https://image.msscdn.net/images/goods_img/20260416/6324628/6324628_17782039835478_500.jpg,datasets/garments/raw/MS6324628.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS2353497,OL209_러닝클럽 트랙 자켓_네이비,top,네이비,스포티,데일리|여행|면접|출근,균형형,53450,사계절,true,https://www.musinsa.com/products/2353497,재킷,여유핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,어반디타입,남성,https://image.msscdn.net/images/goods_img/20220210/2353497/2353497_17864343416171_500.jpg,datasets/garments/raw/MS2353497.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,네이비,
MS4670831,넘버. 5  로고 오버핏 투 웨이 자켓,top,,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,195000,봄,true,https://www.musinsa.com/products/4670831,재킷,오버핏,기본 기장,그래픽,,,4,일상,3,2,false,5,2,,큰,4,무쌍,남성,https://image.msscdn.net/images/goods_img/20241217/4670831/4670831_17345148494373_500.jpg,datasets/garments/raw/MS4670831.jpg,,봄,오버핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS5971343,액티브 쿠션 집업 자켓(차콜),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,48300,사계절,true,https://www.musinsa.com/products/5971343,재킷,,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,하더,공용,https://image.msscdn.net/images/goods_img/20260203/5971343/5971343_17700802192909_500.jpg,datasets/garments/raw/MS5971343.jpg,,,,,,Sportswear > 아우터 > 트레이닝 재킷,블랙,
MS6076749,3-스트라이프 집 트랙탑 - 블랙 / HZ0849,top,블랙,스포티,데일리|여행|면접|출근,균형형,125990,사계절,true,https://www.musinsa.com/products/6076749,재킷,오버핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,아디다스,여성,https://image.msscdn.net/images/goods_img/20260304/6076749/6076749_17727768024163_500.jpg,datasets/garments/raw/MS6076749.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS4280525,져지 트랙 자켓 네이비,top,네이비,스포티,데일리|여행|면접|출근,균형형,56000,사계절,true,https://www.musinsa.com/products/4280525,재킷,여유핏,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,트래블,공용,https://image.msscdn.net/images/goods_img/20240729/4280525/4280525_17230945367525_500.jpg,datasets/garments/raw/MS4280525.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,네이비,
MS6271693,헤리티지 저지 트랙탑 - 블랙,top,블랙,스포티,데일리|여행|면접|출근,균형형,97300,사계절,true,https://www.musinsa.com/products/6271693,재킷,,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,리복,공용,https://image.msscdn.net/images/goods_img/20260407/6271693/6271693_17763212108520_500.jpg,datasets/garments/raw/MS6271693.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS6830189,대한민국 드라이 핏 축구 앤썸 재킷 M - 파이어 레드:글로벌 레드:블랙:화이트 / IH1767-671,top,,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,152100,사계절,true,https://www.musinsa.com/products/6830189,재킷,레귤러핏,기본 기장,도트,,,4,일상,4,3,false,3,2,,작은,3,나이키,남성,https://image.msscdn.net/images/goods_img/20260713/6830189/6830189_17847947365244_500.jpg,datasets/garments/raw/MS6830189.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS6788254,체크 윈드브레이커 네이비,top,네이비,스포티,데일리|여행|면접|출근,균형형,87920,사계절,true,https://www.musinsa.com/products/6788254,재킷,여유핏,기본 기장,무지,울,셔츠 칼라,4,일상,5,2,false,2,2,,,0,디스커스 애슬레틱,공용,https://image.msscdn.net/images/goods_img/20260706/6788254/6788254_17873040755008_500.jpg,datasets/garments/raw/MS6788254.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,네이비,
MS6788253,체크 윈드브레이커 카키,top,카키,스포티,데일리|여행|면접|출근,균형형,87920,사계절,true,https://www.musinsa.com/products/6788253,재킷,여유핏,기본 기장,무지,울,,4,일상,5,2,false,2,2,,,0,디스커스 애슬레틱,공용,https://image.msscdn.net/images/goods_img/20260706/6788253/6788253_17873041350249_500.jpg,datasets/garments/raw/MS6788253.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,카키,
MS7105489,SOFT UNIFORM ZIP-UP JERSEY (BLACK),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,71200,사계절,true,https://www.musinsa.com/products/7105489,재킷,,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,다이브인,남성,https://image.msscdn.net/images/goods_img/20260819/7105489/7105489_17872791747344_500.jpg,datasets/garments/raw/MS7105489.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS7105488,SOFT UNIFORM ZIP-UP JERSEY (BURGUNDY),top,버건디,캐주얼,데일리|여행|면접|출근,균형형,71200,사계절,true,https://www.musinsa.com/products/7105488,재킷,,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,다이브인,남성,https://image.msscdn.net/images/goods_img/20260819/7105488/7105488_17872791628914_500.jpg,datasets/garments/raw/MS7105488.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,버건디,
MS7105487,SOFT UNIFORM ZIP-UP JERSEY (GRAY),top,그레이,캐주얼,데일리|여행|면접|출근,균형형,71200,사계절,true,https://www.musinsa.com/products/7105487,재킷,레귤러핏,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,다이브인,남성,https://image.msscdn.net/images/goods_img/20260819/7105487/7105487_17872791497621_500.jpg,datasets/garments/raw/MS7105487.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,그레이,
MS7012670,빈티지 타이포 ONLY  집업 [화이트],top,화이트,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,90000,봄,true,https://www.musinsa.com/products/7012670,재킷,레귤러핏,기본 기장,그래픽,시폰,터틀넥,4,일상,3,2,false,5,2,,큰,4,언유즈랩,공용,https://image.msscdn.net/images/goods_img/20260806/7012670/7012670_17860833372578_500.jpg,datasets/garments/raw/MS7012670.jpg,,봄,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,화이트,
MS7012570,빈티지 타이포 ONLY  집업 [블랙],top,블랙,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,90000,봄,true,https://www.musinsa.com/products/7012570,재킷,레귤러핏,기본 기장,그래픽,,터틀넥,4,일상,3,2,false,5,2,,큰,4,언유즈랩,공용,https://image.msscdn.net/images/goods_img/20260806/7012570/7012570_17860833098833_500.jpg,datasets/garments/raw/MS7012570.jpg,,봄,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS7013789,카모 자수 후드 집업 [카키],top,카키,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,102600,봄,true,https://www.musinsa.com/products/7013789,재킷,레귤러핏,크롭 기장,그래픽,실크·새틴,라운드넥,4,일상,3,2,false,5,2,,큰,4,언유즈랩,공용,https://image.msscdn.net/images/goods_img/20260806/7013789/7013789_17860827616848_500.jpg,datasets/garments/raw/MS7013789.jpg,,봄,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,카키,
MS7013349,카모 자수 후드 집업 [차콜],top,블랙,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,102600,봄,true,https://www.musinsa.com/products/7013349,재킷,여유핏,크롭 기장,그래픽,,,4,일상,3,2,false,5,2,,큰,4,언유즈랩,공용,https://image.msscdn.net/images/goods_img/20260806/7013349/7013349_17860826183792_500.jpg,datasets/garments/raw/MS7013349.jpg,,봄,여유핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS7044697,블라인드 스티치 집업 자켓_블랙,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,109000,봄,true,https://www.musinsa.com/products/7044697,재킷,레귤러핏,기본 기장,무지,니트,터틀넥,4,일상,3,2,false,2,2,,,0,아르반,남성,https://image.msscdn.net/images/goods_img/20260811/7044697/7044697_17870219251995_500.jpg,datasets/garments/raw/MS7044697.jpg,블랙,봄,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,블랙
MS7044694,믹스 패널 집업 져지_제트 블랙,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,109000,봄,true,https://www.musinsa.com/products/7044694,재킷,슬림핏,기본 기장,무지,니트,터틀넥,4,일상,3,2,false,2,2,,,0,아르반,남성,https://image.msscdn.net/images/goods_img/20260811/7044694/7044694_17870234473759_500.jpg,datasets/garments/raw/MS7044694.jpg,제트 블랙,봄,슬림핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,제트 블랙
MS7044691,오블리크 트윈 집업_블랙,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,129000,봄,true,https://www.musinsa.com/products/7044691,재킷,레귤러핏,기본 기장,무지,니트,터틀넥,4,일상,3,2,false,2,2,,,0,아르반,남성,https://image.msscdn.net/images/goods_img/20260811/7044691/7044691_17870241295756_500.jpg,datasets/garments/raw/MS7044691.jpg,블랙,봄,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,블랙
MS7125867,여성 모달 플로우 후드형 트레이닝 자켓 차콜 그레이 SR322PFT81,top,블랙,스포티,데일리|여행|면접|출근,균형형,170050,사계절,true,https://www.musinsa.com/products/7125867,재킷,레귤러핏,크롭 기장,무지,가죽,,4,일상,5,1,true,2,2,,,0,데상트,여성,https://image.msscdn.net/images/goods_img/20260821/7125867/7125867_17872755272353_500.jpg,datasets/garments/raw/MS7125867.jpg,CHC0_CHARCOAL-GREY,,,,,Sportswear > 아우터 > 트레이닝 재킷,블랙,CHC0_CHARCOAL-GREY
MS7125874,여성 모달 플로우 후드형 트레이닝 자켓 브라운 SR322PFT81,top,브라운,스포티,데일리|여행|면접|출근,균형형,170050,사계절,true,https://www.musinsa.com/products/7125874,재킷,레귤러핏,크롭 기장,무지,가죽,,4,일상,5,1,true,2,2,,,0,데상트,여성,https://image.msscdn.net/images/goods_img/20260821/7125874/7125874_17872755479714_500.jpg,datasets/garments/raw/MS7125874.jpg,BRW0_BROWN,,,,,Sportswear > 아우터 > 트레이닝 재킷,브라운,BRW0_BROWN
MS7125868,여성 모달 플로우 후드형 트레이닝 자켓 아이보리 SR322PFT81,top,화이트,스포티,데일리|여행|면접|출근,균형형,170050,사계절,true,https://www.musinsa.com/products/7125868,재킷,레귤러핏,크롭 기장,무지,가죽,,4,일상,5,1,true,2,2,,,0,데상트,여성,https://image.msscdn.net/images/goods_img/20260821/7125868/7125868_17872755362731_500.jpg,datasets/garments/raw/MS7125868.jpg,IVY0_IVORY,,,,,Sportswear > 아우터 > 트레이닝 재킷,화이트,IVY0_IVORY
MS7038334,프리미어 트랙 자켓 - 네이비,top,네이비,스포티,데일리|여행|면접|출근,균형형,152100,봄,true,https://www.musinsa.com/products/7038334,재킷,여유핏,기본 기장,무지,퍼·플리스,,4,운동,3,2,false,2,2,,,0,리복,남성,https://image.msscdn.net/images/goods_img/20260810/7038334/7038334_17872023648247_500.jpg,datasets/garments/raw/MS7038334.jpg,,봄,여유핏,보통,거의 없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,네이비,
MS7038332,프리미어 트랙 자켓 - 오프 화이트,top,화이트,스포티,데일리|여행|면접|출근,균형형,152100,봄,true,https://www.musinsa.com/products/7038332,재킷,여유핏,기본 기장,무지,,터틀넥,4,일상,3,2,false,2,2,,,0,리복,남성,https://image.msscdn.net/images/goods_img/20260810/7038332/7038332_17872024142997_500.jpg,datasets/garments/raw/MS7038332.jpg,,봄,여유핏,보통,거의 없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,화이트,
MS7037890,프리미어 와플 트랙 탑 - 블랙,top,블랙,스포티,데일리|여행|면접|출근,균형형,125100,사계절,true,https://www.musinsa.com/products/7037890,재킷,오버핏,기본 기장,무지,퍼·플리스,터틀넥,4,운동,5,1,false,2,2,,,0,리복,공용,https://image.msscdn.net/images/goods_img/20260810/7037890/7037890_17871886814297_500.jpg,datasets/garments/raw/MS7037890.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS7037886,프리미어 와플 트랙 탑 - 아이보리,top,화이트,스포티,데일리|여행|면접|출근,균형형,125100,사계절,true,https://www.musinsa.com/products/7037886,재킷,레귤러핏,크롭 기장,무지,퍼·플리스,터틀넥,4,운동,5,1,false,2,2,,,0,리복,남성,https://image.msscdn.net/images/goods_img/20260810/7037886/7037886_17872019509290_500.jpg,datasets/garments/raw/MS7037886.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,화이트,
MS7037815,벡터 라인 저지 트랙 탑 - 블랙,top,블랙,스포티,데일리|여행|면접|출근,균형형,116100,사계절,true,https://www.musinsa.com/products/7037815,재킷,,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,리복,공용,https://image.msscdn.net/images/goods_img/20260810/7037815/7037815_17871883789022_500.jpg,datasets/garments/raw/MS7037815.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS7038336,프리미어 트랙 자켓 - 스톤 카키,top,카키,스포티,데일리|여행|면접|출근,균형형,152100,봄,true,https://www.musinsa.com/products/7038336,재킷,여유핏,기본 기장,무지,퍼·플리스,,4,운동,3,2,false,2,2,,,0,리복,남성,https://image.msscdn.net/images/goods_img/20260810/7038336/7038336_17872023173252_500.jpg,datasets/garments/raw/MS7038336.jpg,,봄,여유핏,보통,거의 없음,Clothing > 점퍼/재킷 > 트레이닝 재킷,카키,
MS7104364,파이어버드 코르셋 트랙탑 - 블랙 / LE8333,top,블랙,스포티,데일리|여행|면접|출근,균형형,119000,사계절,true,https://www.musinsa.com/products/7104364,재킷,슬림핏,크롭 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,아디다스,여성,https://image.msscdn.net/images/goods_img/20260819/7104364/7104364_17873008973431_500.jpg,datasets/garments/raw/MS7104364.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,블랙,
MS7104363,체크 트랙탑 - 크리스탈린넨:아우라커피 / LE8307,top,,스포티,데일리|여행|면접|출근,상체 강조형|균형형,129000,여름,true,https://www.musinsa.com/products/7104363,재킷,오버핏,크롭 기장,스트라이프,울,터틀넥,4,일상,5,2,false,3,2,,중간,3,아디다스,여성,https://image.msscdn.net/images/goods_img/20260819/7104363/7104363_17873008705440_500.jpg,datasets/garments/raw/MS7104363.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS7104362,체크 트랙탑 - 올리브스트라타:원더베이지 / LE8306,top,,스포티,데일리|여행|면접|출근,상체 강조형|균형형,129000,사계절,true,https://www.musinsa.com/products/7104362,재킷,오버핏,크롭 기장,체크,울,터틀넥,4,일상,5,2,false,4,2,,중간,3,아디다스,여성,https://image.msscdn.net/images/goods_img/20260819/7104362/7104362_17873022992010_500.jpg,datasets/garments/raw/MS7104362.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS7104361,체크 트랙탑 - 블랙:그레이 / LD5339,top,,스포티,데일리|여행|면접|출근,상체 강조형|균형형,129000,사계절,true,https://www.musinsa.com/products/7104361,재킷,오버핏,크롭 기장,체크,가죽,터틀넥,4,일상,5,1,true,4,2,,중간,3,아디다스,여성,https://image.msscdn.net/images/goods_img/20260819/7104361/7104361_17873007390775_500.jpg,datasets/garments/raw/MS7104361.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS7074265,슈퍼스타 데님 코르셋 트랙탑 - 워시드그레이 / LF3779,top,그레이,스포티,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/7074265,재킷,슬림핏,크롭 기장,무지,가죽,라운드넥,4,일상,5,1,true,2,2,,,0,아디다스,여성,https://image.msscdn.net/images/goods_img/20260813/7074265/7074265_17871089343892_500.jpg,datasets/garments/raw/MS7074265.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,그레이,
MS7074252,슈퍼스타 데님 코르셋 트랙탑 - 인디고데님 / LE8299,top,,스포티,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/7074252,재킷,,크롭 기장,무지,가죽,스탠드 칼라,4,일상,5,1,true,2,2,,,0,아디다스,여성,https://image.msscdn.net/images/goods_img/20260813/7074252/7074252_17871087215593_500.jpg,datasets/garments/raw/MS7074252.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS7074249,카모 루즈 트랙탑 - 베이지카모 / LE8295,top,베이지,스포티,데일리|여행|면접|출근,상체 강조형|균형형,149000,사계절,true,https://www.musinsa.com/products/7074249,재킷,여유핏,크롭 기장,카모,가죽,터틀넥,4,일상,5,1,true,4,2,,중간,2,아디다스,여성,https://image.msscdn.net/images/goods_img/20260813/7074249/7074249_17871086700884_500.jpg,datasets/garments/raw/MS7074249.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,베이지,
MS7074248,카모 루즈 트랙탑 - 카모 / LE8294,top,,스포티,데일리|여행|면접|출근,상체 강조형|균형형,149000,사계절,true,https://www.musinsa.com/products/7074248,재킷,,크롭 기장,카모,,터틀넥,4,일상,4,3,false,4,2,,중간,2,아디다스,여성,https://image.msscdn.net/images/goods_img/20260813/7074248/7074248_17871086507492_500.jpg,datasets/garments/raw/MS7074248.jpg,,,,,,Clothing > 점퍼/재킷 > 트레이닝 재킷,,
MS6987925,NBNAG31833 / UNI ESCAPE 스탠넥 웜업자켓 (IVORY),top,화이트,캐주얼,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/6987925,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,4,1,true,2,2,,,0,뉴발란스,여성,https://image.msscdn.net/images/goods_img/20260804/6987925/6987925_17866108307848_500.jpg,datasets/garments/raw/MS6987925.jpg,(39)IVORY,,,,,Sportswear > 아우터 > 아노락 재킷,화이트,(39)IVORY
MS6800367,MATIN PACE LOGO HALF ZIP TOP IN CHARCOAL,top,블랙,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,142200,사계절,true,https://www.musinsa.com/products/6800367,재킷,오버핏,기본 기장,그래픽,울,터틀넥,4,일상,5,2,false,5,2,,큰,4,마뗑킴,여성,https://image.msscdn.net/images/goods_img/20260707/6800367/6800367_17834133120566_500.jpg,datasets/garments/raw/MS6800367.jpg,,,,,,Clothing > 점퍼/재킷 > 아노락 재킷,블랙,
MS6987932,NBNAG3W822 / WOMEN ALLDAY 후드형 바람막이 (S/BLUE),top,블루,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,159000,사계절,true,https://www.musinsa.com/products/6987932,재킷,,기본 기장,스트라이프,코튼,,4,일상,4,4,false,3,2,,중간,3,뉴발란스,여성,https://image.msscdn.net/images/goods_img/20260804/6987932/6987932_17858167784287_500.jpg,datasets/garments/raw/MS6987932.jpg,(B6)S/BLUE,,,,,Sportswear > 아우터 > 아노락 재킷,블루,(B6)S/BLUE
MS6987934,NBNAG3W822 / WOMEN ALLDAY 후드형 바람막이 (CHOCOLATE),top,브라운,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,159000,사계절,true,https://www.musinsa.com/products/6987934,재킷,,기본 기장,체크,울,,4,일상,5,2,false,4,2,,중간,3,뉴발란스,여성,https://image.msscdn.net/images/goods_img/20260804/6987934/6987934_17858167018061_500.jpg,datasets/garments/raw/MS6987934.jpg,(78)CHOCOLATE,,,,,Sportswear > 아우터 > 아노락 재킷,브라운,(78)CHOCOLATE
MS6987924,NBNAG31833 / UNI ESCAPE 스탠넥 웜업자켓 (CHARCOAL),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/6987924,재킷,,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,뉴발란스,남성,https://image.msscdn.net/images/goods_img/20260804/6987924/6987924_17858171450949_500.jpg,datasets/garments/raw/MS6987924.jpg,(60)CHARCOAL,,,,,Sportswear > 아우터 > 아노락 재킷,블랙,(60)CHARCOAL
